district,neighborhood,registered,voted,valid,akp,chp,sp
BAGCILAR,GUNESLI MAH.,343,281,274,166,99,6
BAGCILAR,GUNESLI MAH.,341,294,286,185,94,2
BAGCILAR,GUNESLI MAH.,343,294,284,167,113,3
BAGCILAR,GUNESLI MAH.,341,274,270,160,102,2
BAGCILAR,GUNESLI MAH.,342,292,284,141,134,5
BAGCILAR,GUNESLI MAH.,342,271,258,158,93,7
BAGCILAR,GUNESLI MAH.,342,278,269,157,100,8
BAGCILAR,GUNESLI MAH.,342,292,282,149,125,3
BAGCILAR,GUNESLI MAH.,341,281,273,153,112,7
BAGCILAR,GUNESLI MAH.,341,286,280,167,94,9
BAGCILAR,GUNESLI MAH.,341,280,272,174,86,5
BAGCILAR,GUNESLI MAH.,342,293,277,162,108,2
BAGCILAR,GUNESLI MAH.,341,266,258,144,109,2
BAGCILAR,GUNESLI MAH.,341,269,259,164,87,1
BAGCILAR,GUNESLI MAH.,341,279,270,173,88,0
BAGCILAR,GUNESLI MAH.,342,298,286,180,96,8
BAGCILAR,GUNESLI MAH.,342,274,263,158,97,5
BAGCILAR,GUNESLI MAH.,342,283,275,155,110,6
BAGCILAR,MAHMUTBEY MAH.,334,246,236,121,106,7
BAGCILAR,MAHMUTBEY MAH.,334,279,262,127,124,2
BAGCILAR,MAHMUTBEY MAH.,335,271,262,142,113,4
BAGCILAR,MAHMUTBEY MAH.,336,281,271,159,98,8
BAGCILAR,MAHMUTBEY MAH.,336,288,268,153,104,4
BAGCILAR,MAHMUTBEY MAH.,335,300,289,156,117,11
BAGCILAR,MAHMUTBEY MAH.,334,284,274,144,112,12
BAGCILAR,MAHMUTBEY MAH.,333,267,261,137,112,6
BAGCILAR,MAHMUTBEY MAH.,333,274,265,155,102,7
BAGCILAR,MAHMUTBEY MAH.,334,291,285,142,137,2
BAGCILAR,MAHMUTBEY MAH.,333,282,268,141,114,7
BAGCILAR,MAHMUTBEY MAH.,334,274,265,136,118,6
BAGCILAR,MAHMUTBEY MAH.,334,272,264,147,106,6
BAGCILAR,MAHMUTBEY MAH.,333,269,261,114,137,6
BAGCILAR,MAHMUTBEY MAH.,333,284,265,118,136,8
BAGCILAR,MAHMUTBEY MAH.,333,284,271,149,113,4
BAGCILAR,MAHMUTBEY MAH.,334,288,276,168,92,9
BAGCILAR,MAHMUTBEY MAH.,334,292,276,147,118,6
BAGCILAR,MAHMUTBEY MAH.,334,278,263,142,110,4
BAGCILAR,MAHMUTBEY MAH.,334,283,268,149,115,4
BAGCILAR,MAHMUTBEY MAH.,334,284,275,136,131,6
BAGCILAR,MAHMUTBEY MAH.,346,281,265,166,90,5
BAGCILAR,MAHMUTBEY MAH.,346,293,284,206,69,7
BAGCILAR,MAHMUTBEY MAH.,350,298,282,185,89,6
BAGCILAR,MAHMUTBEY MAH.,350,304,288,187,86,12
BAGCILAR,MAHMUTBEY MAH.,346,285,276,167,96,6
BAGCILAR,MAHMUTBEY MAH.,346,292,282,181,89,5
BAGCILAR,MAHMUTBEY MAH.,346,276,270,173,89,3
BAGCILAR,MAHMUTBEY MAH.,346,283,278,171,95,9
BAGCILAR,MAHMUTBEY MAH.,346,290,284,179,86,8
BAGCILAR,MAHMUTBEY MAH.,345,289,282,187,86,3
BAGCILAR,MAHMUTBEY MAH.,350,303,292,161,121,6
BAGCILAR,MAHMUTBEY MAH.,350,299,286,158,121,5
BAGCILAR,MAHMUTBEY MAH.,346,292,276,176,83,9
BAGCILAR,MAHMUTBEY MAH.,345,295,285,172,97,11
BAGCILAR,MAHMUTBEY MAH.,347,300,283,178,87,13
BAGCILAR,MAHMUTBEY MAH.,347,302,292,176,106,7
BAGCILAR,MAHMUTBEY MAH.,345,295,283,188,93,1
BAGCILAR,MAHMUTBEY MAH.,346,288,282,163,115,2
BAGCILAR,MAHMUTBEY MAH.,346,292,284,188,84,8
BAGCILAR,MAHMUTBEY MAH.,346,296,275,187,78,8
BAGCILAR,MAHMUTBEY MAH.,345,309,304,218,80,5
BAGCILAR,MAHMUTBEY MAH.,346,292,273,156,111,2
BAGCILAR,MAHMUTBEY MAH.,346,310,297,196,93,4
BAGCILAR,MAHMUTBEY MAH.,346,280,266,169,91,3
BAGCILAR,MAHMUTBEY MAH.,345,296,285,197,76,5
BAGCILAR,MAHMUTBEY MAH.,345,292,282,189,84,6
BAGCILAR,YENIMAHALLE MAH.,339,282,258,109,144,1
BAGCILAR,YENIMAHALLE MAH.,339,261,246,129,113,1
BAGCILAR,YENIMAHALLE MAH.,340,281,273,129,135,6
BAGCILAR,YENIMAHALLE MAH.,339,281,277,145,126,3
BAGCILAR,YENIMAHALLE MAH.,339,292,285,137,145,1
BAGCILAR,YENIMAHALLE MAH.,340,279,266,128,133,3
BAGCILAR,YENIMAHALLE MAH.,339,292,281,126,151,2
BAGCILAR,YENIMAHALLE MAH.,340,286,273,146,119,2
BAGCILAR,YENIMAHALLE MAH.,340,298,283,165,113,1
BAGCILAR,YENIMAHALLE MAH.,340,288,280,159,109,7
BAGCILAR,YENIMAHALLE MAH.,340,296,277,120,149,8
BAGCILAR,YENIMAHALLE MAH.,340,281,265,135,124,1
BAGCILAR,YENIMAHALLE MAH.,339,278,267,138,116,3
BAGCILAR,YENIMAHALLE MAH.,340,299,286,157,118,4
BAGCILAR,YENIMAHALLE MAH.,340,282,274,132,125,13
BAGCILAR,YENIMAHALLE MAH.,339,272,263,138,117,2
BAGCILAR,YENIMAHALLE MAH.,340,292,271,123,138,4
BAGCILAR,YENIMAHALLE MAH.,340,280,272,118,150,2
BAGCILAR,YENIMAHALLE MAH.,339,289,281,160,118,3
BAGCILAR,YENIMAHALLE MAH.,339,295,279,140,131,3
BAGCILAR,YENIMAHALLE MAH.,339,288,268,125,136,5
BAGCILAR,YENIMAHALLE MAH.,340,287,272,157,106,9
BAGCILAR,YENIMAHALLE MAH.,340,286,277,151,119,4
BAGCILAR,YENIMAHALLE MAH.,350,278,263,177,79,4
BAGCILAR,YENIMAHALLE MAH.,350,286,265,179,78,4
BAGCILAR,YENIMAHALLE MAH.,346,288,276,165,102,3
BAGCILAR,YENIMAHALLE MAH.,350,305,287,152,131,1
BAGCILAR,YENIMAHALLE MAH.,346,313,300,204,83,7
BAGCILAR,YENIMAHALLE MAH.,346,287,268,151,107,5
BAGCILAR,YENIMAHALLE MAH.,350,286,277,166,107,0
BAGCILAR,YENIMAHALLE MAH.,346,285,275,164,101,5
BAGCILAR,YENIMAHALLE MAH.,350,281,267,164,93,2
BAGCILAR,YENIMAHALLE MAH.,346,281,272,177,88,3
BAGCILAR,YENIMAHALLE MAH.,346,292,286,188,87,6
BAGCILAR,YENIMAHALLE MAH.,347,289,283,167,106,6
BAGCILAR,YENIMAHALLE MAH.,346,291,280,177,101,1
BAGCILAR,YENIMAHALLE MAH.,346,294,289,203,80,4
BAGCILAR,YENIMAHALLE MAH.,347,291,282,195,81,3
BAGCILAR,YENIMAHALLE MAH.,346,274,261,170,84,5
BAGCILAR,YENIMAHALLE MAH.,347,300,292,173,110,4
BAGCILAR,YENIMAHALLE MAH.,346,294,281,167,107,1
BAGCILAR,YENIMAHALLE MAH.,347,287,277,170,98,2
BAGCILAR,YENIMAHALLE MAH.,347,290,284,180,99,0
BAGCILAR,YENIMAHALLE MAH.,347,298,287,194,86,2
BAGCILAR,YENIMAHALLE MAH.,347,296,292,175,108,4
BAGCILAR,YENIMAHALLE MAH.,345,290,285,184,93,4
BAGCILAR,YENIMAHALLE MAH.,340,267,254,126,124,2
BAGCILAR,YENIMAHALLE MAH.,340,268,254,126,121,2
BAGCILAR,YENIMAHALLE MAH.,341,285,276,134,131,7
BAGCILAR,YENIMAHALLE MAH.,340,280,266,132,122,5
BAGCILAR,YENIMAHALLE MAH.,342,290,276,136,131,4
BAGCILAR,YENIMAHALLE MAH.,341,292,286,118,161,4
BAGCILAR,YENIMAHALLE MAH.,340,290,283,139,140,3
BAGCILAR,YENIMAHALLE MAH.,340,295,289,156,126,4
BAGCILAR,YENIMAHALLE MAH.,341,298,283,142,134,4
BAGCILAR,YENIMAHALLE MAH.,343,277,266,116,141,5
BAGCILAR,YENIMAHALLE MAH.,340,293,284,154,120,3
BAGCILAR,YENIMAHALLE MAH.,343,283,274,133,132,5
BAGCILAR,YENIMAHALLE MAH.,339,286,264,112,142,4
BAGCILAR,YENIMAHALLE MAH.,340,291,278,128,141,4
BAGCILAR,YENIMAHALLE MAH.,340,285,266,128,131,3
BAGCILAR,YENIMAHALLE MAH.,340,282,271,137,130,1
BAGCILAR,YENIMAHALLE MAH.,340,299,284,145,135,3
BAGCILAR,YENIMAHALLE MAH.,340,296,294,153,131,6
BAGCILAR,YENIMAHALLE MAH.,340,286,264,144,115,3
BAGCILAR,YENIMAHALLE MAH.,339,295,287,153,123,4
BAGCILAR,YENIMAHALLE MAH.,339,292,285,158,120,6
BAGCILAR,YENIMAHALLE MAH.,339,280,266,138,123,3
BAGCILAR,YENIMAHALLE MAH.,340,274,267,122,131,9
BAGCILAR,YENIMAHALLE MAH.,339,285,274,143,127,3
BAGCILAR,15 TEMMUZ MAH.,340,255,236,141,88,4
BAGCILAR,15 TEMMUZ MAH.,341,282,258,151,101,4
BAGCILAR,15 TEMMUZ MAH.,341,287,273,160,101,5
BAGCILAR,15 TEMMUZ MAH.,340,287,271,147,117,3
BAGCILAR,15 TEMMUZ MAH.,341,267,253,146,102,1
BAGCILAR,15 TEMMUZ MAH.,340,278,261,131,125,4
BAGCILAR,15 TEMMUZ MAH.,340,287,257,158,91,5
BAGCILAR,15 TEMMUZ MAH.,341,301,293,191,92,7
BAGCILAR,15 TEMMUZ MAH.,340,283,273,178,92,2
BAGCILAR,15 TEMMUZ MAH.,339,284,268,171,93,0
BAGCILAR,15 TEMMUZ MAH.,341,278,267,151,104,5
BAGCILAR,15 TEMMUZ MAH.,343,300,284,174,106,1
BAGCILAR,15 TEMMUZ MAH.,341,280,274,173,95,2
BAGCILAR,15 TEMMUZ MAH.,340,278,272,150,114,2
BAGCILAR,15 TEMMUZ MAH.,341,264,249,145,97,3
BAGCILAR,15 TEMMUZ MAH.,340,290,274,161,109,3
BAGCILAR,15 TEMMUZ MAH.,340,272,261,168,88,1
BAGCILAR,15 TEMMUZ MAH.,340,272,256,160,88,2
BAGCILAR,15 TEMMUZ MAH.,340,280,268,171,91,3
BAGCILAR,15 TEMMUZ MAH.,341,270,259,146,107,2
BAGCILAR,15 TEMMUZ MAH.,342,293,283,188,85,7
BAGCILAR,15 TEMMUZ MAH.,341,288,275,163,108,1
BAGCILAR,15 TEMMUZ MAH.,341,285,265,147,114,3
BAGCILAR,15 TEMMUZ MAH.,350,253,244,142,96,2
BAGCILAR,15 TEMMUZ MAH.,344,256,243,179,56,3
BAGCILAR,15 TEMMUZ MAH.,350,278,258,144,109,1
BAGCILAR,15 TEMMUZ MAH.,350,263,255,175,79,1
BAGCILAR,15 TEMMUZ MAH.,345,349,262,138,111,9
BAGCILAR,15 TEMMUZ MAH.,345,275,265,172,88,4
BAGCILAR,15 TEMMUZ MAH.,350,291,281,182,94,4
BAGCILAR,15 TEMMUZ MAH.,350,286,273,167,88,8
BAGCILAR,15 TEMMUZ MAH.,345,287,273,170,92,8
BAGCILAR,15 TEMMUZ MAH.,345,291,282,149,124,7
BAGCILAR,15 TEMMUZ MAH.,346,271,265,182,81,1
BAGCILAR,15 TEMMUZ MAH.,346,279,262,167,90,3
BAGCILAR,15 TEMMUZ MAH.,346,279,269,175,89,2
BAGCILAR,15 TEMMUZ MAH.,345,275,257,174,81,1
BAGCILAR,15 TEMMUZ MAH.,346,282,279,189,85,3
BAGCILAR,15 TEMMUZ MAH.,346,288,281,201,67,6
BAGCILAR,15 TEMMUZ MAH.,346,260,245,163,72,7
BAGCILAR,15 TEMMUZ MAH.,346,284,268,179,79,6
BAGCILAR,15 TEMMUZ MAH.,345,280,271,156,109,3
BAGCILAR,15 TEMMUZ MAH.,345,279,267,155,107,3
BAGCILAR,15 TEMMUZ MAH.,344,264,255,158,90,2
BAGCILAR,15 TEMMUZ MAH.,346,285,269,175,87,7
BAGCILAR,15 TEMMUZ MAH.,344,296,280,190,80,7
BAGCILAR,15 TEMMUZ MAH.,345,300,285,177,97,8
BAGCILAR,15 TEMMUZ MAH.,341,272,255,172,71,7
BAGCILAR,15 TEMMUZ MAH.,340,274,254,173,66,9
BAGCILAR,15 TEMMUZ MAH.,340,281,271,182,77,5
BAGCILAR,15 TEMMUZ MAH.,341,287,279,185,89,2
BAGCILAR,15 TEMMUZ MAH.,341,279,269,175,80,8
BAGCILAR,15 TEMMUZ MAH.,341,268,249,175,66,3
BAGCILAR,15 TEMMUZ MAH.,341,288,273,176,89,4
BAGCILAR,15 TEMMUZ MAH.,344,298,285,187,91,4
BAGCILAR,15 TEMMUZ MAH.,341,293,282,188,88,5
BAGCILAR,15 TEMMUZ MAH.,344,295,288,174,102,4
BAGCILAR,15 TEMMUZ MAH.,341,279,270,170,86,5
BAGCILAR,15 TEMMUZ MAH.,341,280,279,188,83,3
BAGCILAR,15 TEMMUZ MAH.,341,293,276,186,84,4
BAGCILAR,15 TEMMUZ MAH.,340,276,272,172,94,5
BAGCILAR,15 TEMMUZ MAH.,343,280,260,151,100,5
BAGCILAR,15 TEMMUZ MAH.,340,291,279,170,88,17
BAGCILAR,15 TEMMUZ MAH.,342,269,257,158,91,4
BAGCILAR,15 TEMMUZ MAH.,341,283,277,170,97,6
BAGCILAR,15 TEMMUZ MAH.,342,268,254,170,76,4
BAGCILAR,15 TEMMUZ MAH.,341,302,290,185,97,3
BAGCILAR,15 TEMMUZ MAH.,342,296,290,188,99,0
BAGCILAR,15 TEMMUZ MAH.,341,296,280,181,90,6
BAGCILAR,15 TEMMUZ MAH.,340,290,287,193,90,4
BAGCILAR,15 TEMMUZ MAH.,340,288,279,189,88,1
BAGCILAR,15 TEMMUZ MAH.,341,290,286,205,76,3
BAGCILAR,15 TEMMUZ MAH.,340,283,266,142,113,6
BAGCILAR,15 TEMMUZ MAH.,342,294,280,150,119,7
BAGCILAR,15 TEMMUZ MAH.,341,286,274,189,74,6
BAGCILAR,15 TEMMUZ MAH.,343,264,258,189,69,0
BAGCILAR,15 TEMMUZ MAH.,343,260,251,166,75,8
BAGCILAR,15 TEMMUZ MAH.,344,283,270,172,88,8
BAGCILAR,15 TEMMUZ MAH.,344,274,256,162,87,4
BAGCILAR,15 TEMMUZ MAH.,344,292,276,164,104,2
BAGCILAR,15 TEMMUZ MAH.,350,275,261,170,86,1
BAGCILAR,15 TEMMUZ MAH.,343,272,262,162,93,2
BAGCILAR,15 TEMMUZ MAH.,344,276,267,171,87,3
BAGCILAR,15 TEMMUZ MAH.,344,255,251,153,93,4
BAGCILAR,15 TEMMUZ MAH.,343,265,254,142,99,7
BAGCILAR,15 TEMMUZ MAH.,344,282,270,180,75,12
BAGCILAR,15 TEMMUZ MAH.,344,258,249,154,90,4
BAGCILAR,15 TEMMUZ MAH.,344,265,242,147,85,5
BAGCILAR,15 TEMMUZ MAH.,344,276,270,156,102,11
BAGCILAR,15 TEMMUZ MAH.,344,274,261,155,100,3
BAGCILAR,15 TEMMUZ MAH.,343,268,251,154,89,5
BAGCILAR,15 TEMMUZ MAH.,344,280,269,178,88,0
BAGCILAR,15 TEMMUZ MAH.,345,283,277,157,111,4
BAGCILAR,15 TEMMUZ MAH.,344,266,254,155,85,7
BAGCILAR,15 TEMMUZ MAH.,343,268,243,152,82,4
BAGCILAR,15 TEMMUZ MAH.,345,272,265,187,70,0
BAGCILAR,15 TEMMUZ MAH.,344,276,273,182,86,2
BAGCILAR,FATIH MAH.,343,273,260,151,93,3
BAGCILAR,FATIH MAH.,342,263,243,141,90,3
BAGCILAR,FATIH MAH.,343,285,279,164,103,7
BAGCILAR,FATIH MAH.,342,289,278,178,98,1
BAGCILAR,FATIH MAH.,342,290,279,155,119,2
BAGCILAR,FATIH MAH.,342,282,266,149,106,8
BAGCILAR,FATIH MAH.,342,291,278,161,115,1
BAGCILAR,FATIH MAH.,342,282,265,145,112,4
BAGCILAR,FATIH MAH.,342,301,286,156,115,8
BAGCILAR,FATIH MAH.,343,299,281,170,102,6
BAGCILAR,FATIH MAH.,344,279,267,158,100,3
BAGCILAR,FATIH MAH.,343,299,285,158,116,6
BAGCILAR,FATIH MAH.,342,275,257,128,123,2
BAGCILAR,FATIH MAH.,345,297,286,161,114,3
BAGCILAR,FATIH MAH.,343,290,269,150,106,7
BAGCILAR,FATIH MAH.,342,296,291,171,114,4
BAGCILAR,FATIH MAH.,343,283,266,156,99,5
BAGCILAR,FATIH MAH.,343,284,270,153,110,5
BAGCILAR,FATIH MAH.,342,281,260,163,90,3
BAGCILAR,FATIH MAH.,343,286,278,136,130,8
BAGCILAR,FATIH MAH.,343,283,274,146,119,5
BAGCILAR,FATIH MAH.,346,263,247,122,115,5
BAGCILAR,FATIH MAH.,350,258,247,134,103,5
BAGCILAR,FATIH MAH.,346,284,269,137,118,7
BAGCILAR,FATIH MAH.,350,267,252,162,77,6
BAGCILAR,FATIH MAH.,350,307,291,168,110,8
BAGCILAR,FATIH MAH.,350,306,294,150,132,7
BAGCILAR,FATIH MAH.,350,286,270,158,105,5
BAGCILAR,FATIH MAH.,350,281,265,149,102,6
BAGCILAR,FATIH MAH.,350,289,282,157,114,7
BAGCILAR,FATIH MAH.,346,288,282,175,100,3
BAGCILAR,FATIH MAH.,346,279,265,150,101,8
BAGCILAR,FATIH MAH.,346,290,283,176,100,4
BAGCILAR,FATIH MAH.,350,292,284,161,110,7
BAGCILAR,FATIH MAH.,350,295,269,171,87,5
BAGCILAR,FATIH MAH.,346,300,287,152,128,2
BAGCILAR,FATIH MAH.,346,296,283,154,122,3
BAGCILAR,FATIH MAH.,350,293,285,160,116,4
BAGCILAR,FATIH MAH.,346,291,277,141,124,6
BAGCILAR,FATIH MAH.,346,288,273,160,105,5
BAGCILAR,FATIH MAH.,347,289,280,136,133,2
BAGCILAR,FATIH MAH.,347,288,275,174,93,5
BAGCILAR,FATIH MAH.,350,305,291,169,114,7
BAGCILAR,FATIH MAH.,346,294,283,147,116,8
BAGCILAR,FATIH MAH.,347,292,279,152,123,2
BAGCILAR,FATIH MAH.,347,299,290,197,89,3
BAGCILAR,FATIH MAH.,347,306,293,159,125,2
BAGCILAR,FATIH MAH.,347,293,289,181,107,0
BAGCILAR,FATIH MAH.,346,277,270,145,116,5
BAGCILAR,FATIH MAH.,346,279,253,138,106,2
BAGCILAR,FATIH MAH.,347,282,264,141,112,3
BAGCILAR,FATIH MAH.,347,292,285,165,107,6
BAGCILAR,FATIH MAH.,347,303,300,151,146,1
BAGCILAR,FATIH MAH.,347,296,279,161,108,6
BAGCILAR,FATIH MAH.,347,297,287,154,121,7
BAGCILAR,FATIH MAH.,346,280,275,150,113,3
BAGCILAR,FATIH MAH.,347,286,271,169,92,6
BAGCILAR,FATIH MAH.,346,291,283,157,118,3
BAGCILAR,FATIH MAH.,347,292,274,148,117,8
BAGCILAR,FATIH MAH.,347,284,269,140,121,3
BAGCILAR,FATIH MAH.,346,302,292,169,116,5
BAGCILAR,FATIH MAH.,346,289,277,167,97,6
BAGCILAR,FATIH MAH.,346,288,274,151,117,3
BAGCILAR,FATIH MAH.,347,302,294,181,109,3
BAGCILAR,FATIH MAH.,347,282,268,154,110,1
BAGCILAR,FATIH MAH.,350,293,286,158,118,5
BAGCILAR,FATIH MAH.,346,295,286,151,121,8
BAGCILAR,FATIH MAH.,343,271,249,142,98,4
BAGCILAR,FATIH MAH.,342,283,261,161,92,2
BAGCILAR,FATIH MAH.,342,287,270,162,99,7
BAGCILAR,FATIH MAH.,342,295,283,174,101,2
BAGCILAR,FATIH MAH.,342,284,268,170,86,3
BAGCILAR,FATIH MAH.,346,294,285,174,101,7
BAGCILAR,FATIH MAH.,342,273,263,165,88,6
BAGCILAR,FATIH MAH.,344,292,280,155,113,7
BAGCILAR,FATIH MAH.,342,285,270,147,110,12
BAGCILAR,FATIH MAH.,343,284,261,158,96,2
BAGCILAR,FATIH MAH.,341,303,288,164,113,5
BAGCILAR,FATIH MAH.,343,288,283,166,107,4
BAGCILAR,FATIH MAH.,344,301,291,191,91,5
BAGCILAR,FATIH MAH.,341,294,290,177,106,2
BAGCILAR,FATIH MAH.,341,283,279,147,121,3
BAGCILAR,FATIH MAH.,342,298,282,164,106,7
BAGCILAR,FATIH MAH.,342,300,285,147,128,6
BAGCILAR,FATIH MAH.,342,286,282,147,122,10
BAGCILAR,FEVZI CAKMAK MAH.,344,285,271,144,121,5
BAGCILAR,FEVZI CAKMAK MAH.,344,266,248,140,102,2
BAGCILAR,FEVZI CAKMAK MAH.,345,271,248,135,95,9
BAGCILAR,FEVZI CAKMAK MAH.,345,300,292,194,89,3
BAGCILAR,FEVZI CAKMAK MAH.,350,299,295,185,105,4
BAGCILAR,FEVZI CAKMAK MAH.,345,300,290,194,84,5
BAGCILAR,FEVZI CAKMAK MAH.,345,281,272,168,95,4
BAGCILAR,FEVZI CAKMAK MAH.,350,302,278,138,131,7
BAGCILAR,FEVZI CAKMAK MAH.,345,290,282,151,117,6
BAGCILAR,FEVZI CAKMAK MAH.,345,289,274,168,95,7
BAGCILAR,FEVZI CAKMAK MAH.,345,288,279,154,115,2
BAGCILAR,FEVZI CAKMAK MAH.,347,296,286,177,101,6
BAGCILAR,FEVZI CAKMAK MAH.,344,283,268,161,93,9
BAGCILAR,FEVZI CAKMAK MAH.,345,292,275,143,123,5
BAGCILAR,FEVZI CAKMAK MAH.,344,303,287,176,104,3
BAGCILAR,FEVZI CAKMAK MAH.,350,294,275,174,88,4
BAGCILAR,FEVZI CAKMAK MAH.,345,287,284,146,128,3
BAGCILAR,FEVZI CAKMAK MAH.,345,290,271,158,102,5
BAGCILAR,FEVZI CAKMAK MAH.,344,287,268,174,85,5
BAGCILAR,FEVZI CAKMAK MAH.,345,291,284,162,115,4
BAGCILAR,FEVZI CAKMAK MAH.,345,292,283,159,114,6
BAGCILAR,FEVZI CAKMAK MAH.,345,298,281,175,95,5
BAGCILAR,FEVZI CAKMAK MAH.,345,283,264,144,107,7
BAGCILAR,FEVZI CAKMAK MAH.,344,261,261,141,112,3
BAGCILAR,FEVZI CAKMAK MAH.,344,297,284,166,107,7
BAGCILAR,FEVZI CAKMAK MAH.,350,289,276,182,87,2
BAGCILAR,FEVZI CAKMAK MAH.,345,301,292,177,105,9
BAGCILAR,FEVZI CAKMAK MAH.,345,286,268,168,87,6
BAGCILAR,FEVZI CAKMAK MAH.,345,293,280,170,95,10
BAGCILAR,FEVZI CAKMAK MAH.,345,297,286,175,102,7
BAGCILAR,FEVZI CAKMAK MAH.,344,280,265,168,93,2
BAGCILAR,FEVZI CAKMAK MAH.,344,280,268,177,86,3
BAGCILAR,FEVZI CAKMAK MAH.,341,257,246,132,109,1
BAGCILAR,FEVZI CAKMAK MAH.,341,257,239,135,98,2
BAGCILAR,FEVZI CAKMAK MAH.,342,275,256,136,113,3
BAGCILAR,FEVZI CAKMAK MAH.,342,284,276,150,122,3
BAGCILAR,FEVZI CAKMAK MAH.,342,290,285,174,103,5
BAGCILAR,FEVZI CAKMAK MAH.,341,284,272,150,116,4
BAGCILAR,FEVZI CAKMAK MAH.,341,296,289,157,121,3
BAGCILAR,FEVZI CAKMAK MAH.,342,281,273,160,105,1
BAGCILAR,FEVZI CAKMAK MAH.,342,287,274,137,129,5
BAGCILAR,FEVZI CAKMAK MAH.,342,275,262,162,94,3
BAGCILAR,FEVZI CAKMAK MAH.,341,267,259,152,102,3
BAGCILAR,FEVZI CAKMAK MAH.,342,295,289,179,102,3
BAGCILAR,FEVZI CAKMAK MAH.,342,274,264,168,90,3
BAGCILAR,FEVZI CAKMAK MAH.,342,276,255,116,127,6
BAGCILAR,FEVZI CAKMAK MAH.,341,270,264,141,118,2
BAGCILAR,FEVZI CAKMAK MAH.,342,286,275,178,84,9
BAGCILAR,FEVZI CAKMAK MAH.,341,280,264,156,101,4
BAGCILAR,FEVZI CAKMAK MAH.,340,280,263,156,101,3
BAGCILAR,FEVZI CAKMAK MAH.,342,290,277,183,89,3
BAGCILAR,FEVZI CAKMAK MAH.,341,305,293,194,93,3
BAGCILAR,FEVZI CAKMAK MAH.,342,290,283,187,93,2
BAGCILAR,FEVZI CAKMAK MAH.,342,289,284,163,113,4
BAGCILAR,FEVZI CAKMAK MAH.,341,296,286,163,113,3
BAGCILAR,FEVZI CAKMAK MAH.,342,283,276,169,100,5
BAGCILAR,FEVZI CAKMAK MAH.,340,280,274,179,84,3
BAGCILAR,FEVZI CAKMAK MAH.,342,276,274,171,92,4
BAGCILAR,FEVZI CAKMAK MAH.,341,280,270,172,94,2
BAGCILAR,FEVZI CAKMAK MAH.,342,274,264,159,100,3
BAGCILAR,FEVZI CAKMAK MAH.,341,259,247,141,96,8
BAGCILAR,FEVZI CAKMAK MAH.,341,286,279,118,148,4
BAGCILAR,FEVZI CAKMAK MAH.,342,279,267,163,98,0
BAGCILAR,FEVZI CAKMAK MAH.,343,273,267,152,102,5
BAGCILAR,FEVZI CAKMAK MAH.,341,282,269,146,119,0
BAGCILAR,FEVZI CAKMAK MAH.,342,299,291,142,133,11
BAGCILAR,GOZTEPE MAH.,341,267,256,165,79,11
BAGCILAR,GOZTEPE MAH.,350,276,269,179,79,4
BAGCILAR,GOZTEPE MAH.,342,295,286,186,95,3
BAGCILAR,GOZTEPE MAH.,343,280,267,170,87,8
BAGCILAR,GOZTEPE MAH.,341,281,268,181,71,8
BAGCILAR,GOZTEPE MAH.,341,292,282,191,79,8
BAGCILAR,GOZTEPE MAH.,350,313,301,198,96,0
BAGCILAR,GOZTEPE MAH.,342,293,277,172,94,6
BAGCILAR,GOZTEPE MAH.,342,283,269,204,53,9
BAGCILAR,GOZTEPE MAH.,342,303,290,199,85,3
BAGCILAR,GOZTEPE MAH.,341,292,278,190,78,4
BAGCILAR,GOZTEPE MAH.,342,296,286,173,106,4
BAGCILAR,GOZTEPE MAH.,341,283,268,171,81,13
BAGCILAR,GOZTEPE MAH.,341,294,289,194,88,6
BAGCILAR,GOZTEPE MAH.,342,289,284,182,95,4
BAGCILAR,GOZTEPE MAH.,342,297,287,172,104,9
BAGCILAR,GOZTEPE MAH.,342,299,293,171,111,8
BAGCILAR,GOZTEPE MAH.,341,298,283,171,101,6
BAGCILAR,GOZTEPE MAH.,343,301,286,189,90,6
BAGCILAR,GOZTEPE MAH.,341,289,277,182,85,4
BAGCILAR,GOZTEPE MAH.,343,293,281,189,87,2
BAGCILAR,GOZTEPE MAH.,342,291,279,169,97,9
BAGCILAR,GOZTEPE MAH.,342,299,277,170,97,4
BAGCILAR,GOZTEPE MAH.,341,254,240,121,110,6
BAGCILAR,GOZTEPE MAH.,341,296,282,163,106,8
BAGCILAR,GOZTEPE MAH.,341,287,270,159,103,4
BAGCILAR,GOZTEPE MAH.,341,278,263,133,114,8
BAGCILAR,GOZTEPE MAH.,340,261,252,146,103,1
BAGCILAR,GOZTEPE MAH.,341,283,272,171,93,6
BAGCILAR,GOZTEPE MAH.,344,276,269,147,114,6
BAGCILAR,GOZTEPE MAH.,341,274,259,145,106,7
BAGCILAR,GOZTEPE MAH.,340,276,260,122,121,8
BAGCILAR,GOZTEPE MAH.,341,290,283,151,121,5
BAGCILAR,GOZTEPE MAH.,340,288,282,161,115,5
BAGCILAR,GOZTEPE MAH.,340,271,260,146,106,5
BAGCILAR,GOZTEPE MAH.,341,269,252,151,96,2
BAGCILAR,GOZTEPE MAH.,341,285,273,160,104,6
BAGCILAR,GOZTEPE MAH.,341,274,254,143,103,1
BAGCILAR,GOZTEPE MAH.,341,285,272,134,128,8
BAGCILAR,GOZTEPE MAH.,340,281,270,134,124,5
